Annex VII: Glossary,,,,
Ocean deoxygenation ,,Q38645781,scientific article,"['Q38645781', 'Q58240069', 'Q64025123', 'Q56017481', 'Q38645784']"
Ocean dynamic sea level change ,,Q108107296,scientific article,"['Q108107296', 'Q108107313', 'Q59522942', 'Q108107360', 'Q114061015']"
Ocean fertilization ,,Q33364829,scientific article,"['Q33364829', 'Q58390422', 'Q56554730', 'Q57307918', 'Q28277996']"
Ocean heat uptake efficiency ,,Q58014269,scholarly article,"['Q58014269', 'Q114650419']"
Ocean stratification ,,Q61797543,scientific article published in Nature Communications,"['Q61797543', 'Q58258062', 'Q58412622', 'Q58406951', 'Q58072110']"
Orbital forcing ,,Q58072214,,"['Q58072214', 'Q57857648', 'Q34152183', 'Q59098106', 'Q57215086']"
Organic aerosol ,,Q58103238,article,"['Q58103238', 'Q58094909', 'Q58186375', 'Q58059017', 'Q58096577']"
Outgoing longwave radiation ,,Q58059929,scholarly article,"['Q58059929', 'Q59783095', 'Q58311660', 'Q58098963', 'Q59875167']"
Outlet glacier ,,Q59837423,scholarly article,"['Q59837423', 'Q36541265', 'Q58241283', 'Q61043658', 'Q38462824']"
Overshoot pathways ,,Q111110255,scientific article published on 13 June 2018,['Q111110255']
Oxygen minimum zone ,OMZ) ,Q33787220,scientific article,"['Q33787220', 'Q37281451', 'Q33320874', 'Q35979328', 'Q33414079']"
Ozone ,O,Q36933,chemical compound,"['Q36933', 'Q79995', 'Q183140', 'Q117347918', 'Q15762131']"
Ozone layer ,,Q79995,region of Earth's stratosphere that absorbs most of the Sun's UV radiation,"['Q79995', 'Q183140', 'Q219438', 'Q686455', 'Q70407974']"
Ozone-depleting substances ,ODSs) ,Q55923464,article,"['Q55923464', 'Q58305833', 'Q58071914', 'Q58262618', 'Q59164511']"
AVII,,Q42687145,scientific article published on 27 November 2014,"['Q42687145', 'Q39093470', 'Q60036419', 'Q7082065', 'Q24205959']"
Pacific Decadal Oscillation ,PDO) ,Q58315119,scholarly article by Petr Chylek et al published 5 September 2013 in Climate Dynamics,"['Q58315119', 'Q58406241', 'Q58458573', 'Q56484630', 'Q58013537']"
Pacific Decadal Variability ,PDV) ,Q58412337,article,"['Q58412337', 'Q57229909', 'Q58268028', 'Q57405429', 'Q60536459']"
Pacific-North American ,PNA) pattern ,Q36306874,scientific article,"['Q36306874', 'Q58303910', 'Q58303878', 'Q58304007', 'Q57890942']"
Palaeocene–Eocene Thermal Maximum ,PETM) ,Q38600116,scientific article published on August 2017,"['Q38600116', 'Q57213136', 'Q57059891', 'Q60061092', 'Q56017471']"
Paleoclimate ,,Q58396946,,"['Q58396946', 'Q112955154', 'Q58099002', 'Q112933097', 'Q112783641']"
Parameterization ,,Q112858365,2003 doctoral thesis by Mohar Chattopadhyay at University of Canterbury,"['Q112858365', 'Q58406573', 'Q107380748', 'Q110143222', 'Q117808837']"
Pathways ,,Q7999828,database of biological ,"['Q7999828', 'Q133895', 'Q1057', 'Q162643', 'Q2134522']"
AVII,,Q42687145,scientific article published on 27 November 2014,"['Q42687145', 'Q39093470', 'Q60036419', 'Q7082065', 'Q24205959']"
Pattern scaling ,,Q7942,current rise in Earth's average temperature and related large-,"['Q7942', 'Q37358716', 'Q36827914', 'Q57894743', 'Q58385530']"
Peat ,,Q493751,"Professional services offering audit, legal, tax advisory, financial, and business advisory services","['Q493751', 'Q30019', 'Q184624', 'Q1681353', 'Q36449705']"
Peatlands ,,Q1681353,wetland that accumulates peat due to incomplete decomposition of plant leftovers,"['Q1681353', 'Q36449705', 'Q7158467', 'Q56613949', 'Q104373908']"
Percentile ,,Q226995,middle quantile of a data set or probability distribution,"['Q226995', 'Q1886514', 'Q45104739', 'Q57563266', 'Q2913954']"
Permafrost ,,Q179918,soil frozen permanently (practically for a duration of at least two years),"['Q179918', 'Q15765134', 'Q17415474', 'Q61754770', 'Q54087038']"
Perturbed parameter ensemble ,,Q58318865,,"['Q58318865', 'Q57921290', 'Q58063400', 'Q36356883', 'Q57921281']"
Phenology ,,Q272737,study of periodic events in biological life cycles,"['Q272737', 'Q112871062', 'Q112923241', 'Q56992124', 'Q51517763']"
AVIIand some bacteria using the energy of light. ,,,,
Physical climate storyline ,,Q67230763,article by Ted G. Shepherd et al published 2018 in Climatic Change,"['Q67230763', 'Q114174176']"
Piacenzian warm period ,,Q97540692,scientific article published on 09 July 2020,"['Q97540692', 'Q59841562', 'Q57084943', 'Q70682706', 'Q60304926']"
Plankton ,,Q25367,Organisms that are in the water column and are incapable of swimming against current,"['Q25367', 'Q57312855', 'Q184755', 'Q15764467', 'Q842627']"
Plant evaporative stress ,,,,
Pleistocene ,,Q25546,first epoch of the Quaternary Period,"['Q25546', 'Q492596', 'Q2099296', 'Q567911', 'Q428579']"
Pliocene ,,Q76259,epoch,"['Q76259', 'Q146094', 'Q514873', 'Q67981664', 'Q59623394']"
Polar amplification ,,Q56618888,,"['Q56618888', 'Q58072172', 'Q57892677', 'Q58059321', 'Q58064194']"
Pollen analysis ,,Q57064683,,"['Q57064683', 'Q74197747', 'Q28951364', 'Q59059347', 'Q51409201']"
"Pool, carbon and nitrogen ",,Q52638835,scientific article published on 24 March 2018,"['Q52638835', 'Q39347130', 'Q44480230', 'Q112818970', 'Q58380243']"
Post-glacial period ,,Q1161410,rise of land masses that were depressed by the huge weight of ice sheets during the last glacial period,"['Q1161410', 'Q63645775', 'Q60264893', 'Q57701002', 'Q59110697']"
Potential evapotranspiration ,,Q57193956,article,"['Q57193956', 'Q112839616', 'Q51520400', 'Q57411015', 'Q57956340']"
Pre-industrial ,period) ,Q38142,military nobility of ,"['Q38142', 'Q112836377', 'Q59064682', 'Q59104871', 'Q60270094']"
Precipitable water ,,Q58203439,article,"['Q58203439', 'Q58981041', 'Q60711594', 'Q57871311', 'Q106334102']"
Precursors ,,Q416485,pharmaceutical drug,"['Q416485', 'Q4376728', 'Q499956', 'Q3246226', 'Q191835']"
Predictability ,,Q11395,sustained multi-generational relationship in which one group of organisms assumes a significant degree of influence over the reproduction and care of another group to secure a more ,"['Q11395', 'Q176640', 'Q111942797', 'Q32091912', 'Q110143247']"
Prediction quality/skill ,,Q37367132,scientific article published on 26 October 2016,"['Q37367132', 'Q113185665']"
Primary production ,,Q165647,,"['Q165647', 'Q58111942', 'Q56083320', 'Q59072139', 'Q90473276']"
Probability density function ,PDF) ,Q207522,function whose integral over a region describes the probability of an event occurring in that region,"['Q207522', 'Q55980546', 'Q74282488', 'Q58174597', 'Q56991804']"
Process-based model ,,Q90286528,scientific article published on 05 December 2018,"['Q90286528', 'Q56964391', 'Q57242397', 'Q57054730', 'Q58457515']"
Projection ,,Q309372,cylindrical map projection invented by Gerardus Mercator in 1569,"['Q309372', 'Q186386', 'Q608353', 'Q13415428', 'Q980329']"
AVIIand ,,,,
Proxy ,,Q313998,"1994 film by Joel Coen, Ethan Coen","['Q313998', 'Q832098', 'Q1414765', 'Q17076685', 'Q62020436']"
Proxy records ,,Q63972132,,"['Q63972132', 'Q57914913', 'Q57664617', 'Q58206859', 'Q57664613']"
Quasi-Biennial Oscillation ,QBO) ,Q56143444,scholarly article,"['Q56143444', 'Q58305831', 'Q58402425', 'Q58316446', 'Q57949567']"
Quaternary ,,Q26185,third and current period of the Cenozoic era,"['Q26185', 'Q25546', 'Q7269557', 'Q6295831', 'Q7269556']"
Radiative forcing ,,Q57277831,article,"['Q57277831', 'Q55953660', 'Q56286585', 'Q58098473', 'Q56865774']"
Radiative response ,of the climate system)  ,Q56837530,article,"['Q56837530', 'Q57452901', 'Q58071660', 'Q33696895', 'Q58262192']"
Rapid dynamical change ,of glaciers or ice sheets) ,Q30992467,scientific article,"['Q30992467', 'Q41352832', 'Q87148130', 'Q51098463', 'Q37054308']"
Reanalysis ,,Q34420759,scientific article,"['Q34420759', 'Q58104022', 'Q58115740', 'Q58103865', 'Q27860870']"
Reasons for concern ,RFCs) ,Q36522650,scientific article published on 28 June 2006,"['Q36522650', 'Q23912082', 'Q34538350', 'Q35026875', 'Q90439232']"
Reconstruction ,of climate variable) ,Q221887,2003 film by Christoffer Boe,"['Q221887', 'Q191384', 'Q3212176', 'Q623429', 'Q26842360']"
Reference period ,,Q57702375,article,"['Q57702375', 'Q53187099', 'Q58315203', 'Q114116345', 'Q46280528']"
Reference scenario ,,Q33783628,scientific article,"['Q33783628', 'Q59841562', 'Q64080221', 'Q58061675', 'Q36963966']"
Reforestation ,,Q815818,natural or intentional restocking of existing forests and woodlands that have been depleted,"['Q815818', 'Q51524941', 'Q51428274', 'Q51518681', 'Q51433384']"
Region ,,Q12130,administrative region of France,"['Q12130', 'Q845168', 'Q205057', 'Q5701', 'Q207973']"
Regional climate model ,RCM) ,Q57169116,article,"['Q57169116', 'Q58261015', 'Q57240049', 'Q56582036', 'Q57658552']"
Regional sea level change ,,Q98907563,scientific article published on 01 September 2020,"['Q98907563', 'Q58072343', 'Q57527923', 'Q58385834', 'Q58385823']"
Relative humidity ,,Q21090528,scientific article,"['Q21090528', 'Q2499617', 'Q58539986', 'Q57872608', 'Q51383397']"
Relative sea level ,RSL) change ,Q57925247,,"['Q57925247', 'Q37707922', 'Q57618954', 'Q57879029', 'Q57942720']"
Remaining carbon budget ,,Q72502599,scientific article published in July 2019,"['Q72502599', 'Q110320192', 'Q109870755', 'Q91739811', 'Q110320226']"
Representative Concentration Pathways ,RCPs) ,Q58389814,scholarly article,"['Q58389814', 'Q58314569', 'Q57914889', 'Q57265925', 'Q57265880']"
AVIIwhere a ,,,,
Resilience ,,Q219416,ability of human civilization to coexist with the biosphere in a steady state,"['Q219416', 'Q4105337', 'Q7315544', 'Q4105196', 'Q26885213']"
Resolution ,,Q60065815,special episode of Doctor Who,"['Q60065815', 'Q210521', 'Q1194317', 'Q15171', 'Q1932836']"
Respiration ,,Q7886,essential ,"['Q7886', 'Q39572', 'Q9530', 'Q912751', 'Q545991']"
Response time or adjustment time ,,Q38416987,scientific article published on August 2011,"['Q38416987', 'Q108016535', 'Q92405297', 'Q30419654', 'Q48856569']"
Return period ,,Q96590694,scholarly article by Marie-Audray Ouellet & Daniel Germain published 24 April 2014 in Earth Surface Processes and Landforms,"['Q96590694', 'Q57870187', 'Q59122100', 'Q57933614', 'Q61688028']"
Return value ,,Q112381784,2019 doctoral thesis by Ploypailin Kijkasiwat at University of Waikato,"['Q112381784', 'Q115583622', 'Q72828677', 'Q58065761', 'Q951651']"
Risk ,,Q410237,medication that is used to reduce the ,"['Q410237', 'Q189447', 'Q104493', 'Q334911', 'Q1058438']"
Risk assessment ,,Q1058438,analysis with risk acceptance criteria or other decision parameters,"['Q1058438', 'Q3076429', 'Q15759704', 'Q15760514', 'Q15759183']"
Risk framework ,,Q24811056,scientific article,"['Q24811056', 'Q57898209', 'Q28078091', 'Q58847524', 'Q91617686']"
Risk management ,,Q189447,"identification, evaluation, and prioritization of risks","['Q189447', 'Q7916443', 'Q15766913', 'Q15767606', 'Q15817524']"
Risk perception ,,Q56976651,article published in 2016,"['Q56976651', 'Q112870070', 'Q112870637', 'Q112851296', 'Q26375248']"
Risk trade-off ,,Q35070196,scientific article,"['Q35070196', 'Q39822506', 'Q90827131', 'Q57125914', 'Q58689295']"
River discharge ,,Q58048222,scholarly article,"['Q58048222', 'Q57894043', 'Q57033610', 'Q58419880', 'Q50711879']"
Rock glacier ,,Q62654963,article,"['Q62654963', 'Q57882134', 'Q57878846', 'Q7807641', 'Q59863810']"
Runoff ,,Q156849,infrastructure that conveys sewage or surface ,"['Q156849', 'Q336191', 'Q752112', 'Q1444790', 'Q1491219']"
Sampling uncertainty ,,Q64093464,scientific article published on 01 January 2019,"['Q64093464', 'Q28821831', 'Q34460700', 'Q63884718', 'Q37277443']"
Scenario ,,Q103076,written work by screenwriters for a film or television program,"['Q103076', 'Q1531622', 'Q50520863', 'Q107258', 'Q55174824']"
"AVIInor forecasts, but are used to provide a view of the implications of developments and actions. See also ",,,,
Scenario storyline ,,Q90344490,scientific article published on 04 October 2018,"['Q90344490', 'Q57150412', 'Q91201877', 'Q117707085', 'Q57738642']"
Sea ice ,,Q213926,ice formed from frozen seawater,"['Q213926', 'Q16243069', 'Q13398859', 'Q56614006', 'Q90921422']"
Sea level change ,sea level rise/sea level fall) ,Q56001994,scholarly article by A. Cazenave published 2004 in Reviews of Geophysics,"['Q56001994', 'Q50605644', 'Q58980088', 'Q56001998', 'Q58458916']"
AVII,,Q42687145,scientific article published on 27 November 2014,"['Q42687145', 'Q39093470', 'Q60036419', 'Q7082065', 'Q24205959']"
Sea level equivalent ,SLE) ,Q51069126,scientific article published in December 2000,"['Q51069126', 'Q46048186', 'Q33460421', 'Q70645863', 'Q87014166']"
Sea level rise ,SLR) ,Q841083,current long-term trend for global sea levels to rise mainly in response to climate change,"['Q841083', 'Q37049917', 'Q30979589', 'Q112858149', 'Q59037236']"
Sea surface temperature ,SST) ,Q58304612,scientific article published on 10 December 2020,"['Q58304612', 'Q58312833', 'Q58412638', 'Q58075877', 'Q112926396']"
Semi-direct ,aerosol) effect ,Q21129061,scholarly article,"['Q21129061', 'Q58400307', 'Q56837623', 'Q58383496', 'Q56837522']"
Semi-empirical model ,,Q61656930,scholarly article,"['Q61656930', 'Q60303066', 'Q110214335', 'Q71518928', 'Q100723060']"
Sensible heat flux ,,Q58067942,article,"['Q58067942', 'Q37644235', 'Q60571636', 'Q58263677', 'Q58243630']"
Sequestration ,,Q15305550,process of long-term carbon capture,"['Q15305550', 'Q688890', 'Q57408422', 'Q18554173', 'Q56613784']"
Sequestration potential ,,Q64086980,scientific article published on 02 April 2019,"['Q64086980', 'Q57036626', 'Q58247974', 'Q58407990', 'Q57029334']"
Shared policy assumptions ,SPAs) ,Q57265878,scholarly article by Elmar Kriegler et al published 28 January 2014 in Climatic Change,['Q57265878']
Shared Socio-economic Pathways ,SSPs) ,Q57265845,scholarly article by Shilpa Rao et al published January 2017 in Global Environmental Change,"['Q57265845', 'Q56867486', 'Q57265849', 'Q111110246', 'Q28657887']"
Short-lived climate forcers ,SLCFs) ,Q48043630,scientific article published on 11 January 2018,"['Q48043630', 'Q52809362', 'Q57402939', 'Q101564435', 'Q34934168']"
"AVIIindirect, with direct SLCFs exerting climate effects through their radiative forcing and indirect SLCFs being the ",,,,
Short-lived climate pollutants ,SLCP) ,Q57402935,,"['Q57402935', 'Q56112445', 'Q58380795', 'Q69252438', 'Q58267174']"
Shortwave radiation ,,Q33919622,scientific article,"['Q33919622', 'Q63952848', 'Q64450817', 'Q57864974', 'Q58315672']"
Significant wave height ,,Q59207928,article by Ole Johan Aarnes et al published April 2017 in Journal of Geophysical Research: Oceans,"['Q59207928', 'Q59121990', 'Q58110597', 'Q59270704', 'Q57634746']"
Simple climate model ,SCM) ,Q56620053,article,"['Q56620053', 'Q58879968', 'Q58079238', 'Q56049847', 'Q28611275']"
Sink ,,Q758,chemical element with symbol Zn and atomic number 30,"['Q758', 'Q27452406', 'Q188734', 'Q140565', 'Q61273551']"
Small Island Developing States ,SIDS) ,Q1434887,Developing countries that are small island countries,"['Q1434887', 'Q89573191', 'Q92613472', 'Q112574913', 'Q60512940']"
Snow cover ,,Q58068340,scholarly article by C Schlosser published June 2001 in Atmospheric Science Letters,"['Q58068340', 'Q60359174', 'Q59289871', 'Q57692075', 'Q59292541']"
Socio-economic scenario ,,Q57197303,article,"['Q57197303', 'Q58094958', 'Q57249031', 'Q39829416', 'Q58307309']"
Soil moisture ,,Q3459718,NASA environmental monitoring satellite,"['Q3459718', 'Q280068', 'Q373499', 'Q51502774', 'Q51404046']"
Soil temperature ,,Q58064484,,"['Q58064484', 'Q57447059', 'Q111290576', 'Q112855294', 'Q112884809']"
Solar activity ,,Q7297568,"sunspots, flares, eruptions, etc. on the surface of the Sun","['Q7297568', 'Q56060868', 'Q3874259', 'Q1445154', 'Q7556140']"
Solar cycle ,11-year) ,Q49385,periodic change in the Sun's activity,"['Q49385', 'Q1076275', 'Q3874259', 'Q7556123', 'Q48834848']"
Solar radiation ,,Q774583,device that transforms solar radiation into electrical or thermal energy,"['Q774583', 'Q192127', 'Q54368', 'Q368891', 'Q17996169']"
Solar radiation modification ,SRM) ,Q114603141,scientific article published in 2021,"['Q114603141', 'Q57264215', 'Q73734366', 'Q114120760', 'Q113353345']"
AVIIdissolved inorganic carbon ,,,,
Source ,,Q2709092,2011 film by Radu Mihăileanu,"['Q2709092', 'Q473673', 'Q585724', 'Q124714', 'Q83373']"
South American monsoon ,SAmerM) ,Q37692268,scientific article published on 10 March 2017,"['Q37692268', 'Q52629609', 'Q36819572', 'Q61800865', 'Q37604432']"
South and Southeast Asian monsoon ,SAsiaM) ,Q40397460,scientific article published on 13 August 2016,"['Q40397460', 'Q114138022']"
Southern Annular Mode ,SAM) ,Q58391251,scholarly article,"['Q58391251', 'Q58394370', 'Q58391865', 'Q58894763', 'Q58383127']"
South Pacific Convergence Zone ,SPCZ) ,Q56083169,,"['Q56083169', 'Q38928755', 'Q57914900', 'Q58458703', 'Q56575894']"
Southern Oscillation ,,Q58387062,scholarly article,"['Q58387062', 'Q100416026', 'Q58402425', 'Q14524818', 'Q37469574']"
Specific humidity ,,Q58379857,article,"['Q58379857', 'Q58856003', 'Q57397497', 'Q58387134', 'Q57140516']"
Stadial or stade ,,Q13205,national stadium of France,"['Q13205', 'Q483110', 'Q172190', 'Q131610', 'Q1410402']"
Statistical downscaling ,,Q57637460,,"['Q57637460', 'Q56838582', 'Q57249152', 'Q58007414', 'Q59142313']"
Steric sea level change ,,Q58053309,scholarly article by J. Körper et al published 12 December 2012 in Climate Dynamics,"['Q58053309', 'Q57142785', 'Q58306270', 'Q59603601', 'Q58268197']"
Storm surge ,,Q121742,offshore rise of water associated with a low pressure weather system,"['Q121742', 'Q506912', 'Q53123938', 'Q592724', 'Q114494376']"
Storm tracks ,,Q58409023,article by Joseph Kidston et al published 18 May 2015 in Nature Geoscience,"['Q58409023', 'Q58258958', 'Q58407375', 'Q59102769', 'Q58918233']"
Storyline ,,Q77009735,print in the National Gallery of Art (NGA 171502),"['Q77009735', 'Q15972384', 'Q65576866', 'Q65576850', 'Q65576864']"
Stratification ,,Q187588,hierarchical social ,"['Q187588', 'Q841628', 'Q15750763', 'Q1893382', 'Q2298837']"
Stratosphere ,,Q7622243,2004 film by Matthias X. Oberg,"['Q7622243', 'Q8073795', 'Q183140', 'Q108376', 'Q2719168']"
Stratospheric aerosol injection ,SAI) ,Q58312280,scholarly article,"['Q58312280', 'Q58384363', 'Q58114310', 'Q58392920', 'Q58070036']"
Stratosphere–troposphere exchange ,STE) ,Q58381553,article,"['Q58381553', 'Q58384206', 'Q58256336', 'Q60170178', 'Q58053205']"
Stratospheric ozone ,,Q56656874,article,"['Q56656874', 'Q58264090', 'Q56637407', 'Q61656930', 'Q58081461']"
Stratospheric polar vortex ,,Q99551096,scientific article published on 15 September 2020,"['Q99551096', 'Q58077951', 'Q56504332', 'Q58409015', 'Q58409034']"
Stratospheric sounding unit ,SSU) ,Q35966055,scientific article,"['Q35966055', 'Q59842107', 'Q57403004', 'Q56080587']"
AVIIexpressed in ms. A synonym for river discharge.,,,,
Subduction ,,Q176318,geological process at tectonic plate boundaries,"['Q176318', 'Q4024718', 'Q110598079', 'Q18615421', 'Q164040']"
Sudden stratospheric warming ,SSW) ,Q58409031,article,"['Q58409031', 'Q58409027', 'Q56143591', 'Q56143589', 'Q56143594']"
Sulphur hexafluoride ,SF,Q279055,"chemical compound, non-toxic, climate-damaging gas","['Q279055', 'Q57949358', 'Q37783756', 'Q83737638', 'Q74216857']"
Sunspots ,,Q177186,English astronomer studying ,"['Q177186', 'Q119830', 'Q6582994', 'Q49385', 'Q60418743']"
Surface air temperature ,,Q57760625,scholarly article,"['Q57760625', 'Q55894799', 'Q58412688', 'Q57431658', 'Q58404521']"
Surface mass balance ,SMB) ,Q58315168,scholarly article by K. S. Mattingly et al published 21 August 2018 in Journal of Geophysical Research: Atmospheres,"['Q58315168', 'Q57655569', 'Q59198394', 'Q59845118', 'Q57655573']"
Surface temperature ,,Q56443787,article,"['Q56443787', 'Q24289381', 'Q765461', 'Q51495967', 'Q51472692']"
Surprises ,,Q51687,"city in Maricopa County, Arizona, United States","['Q51687', 'Q333173', 'Q21428016', 'Q1990047', 'Q3221060']"
Swash ,,Q45756112,consulantant neurologist,"['Q45756112', 'Q5932689', 'Q7487858', 'Q117607287', 'Q112505828']"
Talik ,,Q1133121,predominant calligraphic hand of the Perso-Arabic script,"['Q1133121', 'Q9394732', 'Q11721015', 'Q16530341', 'Q36885027']"
Technical potential ,,Q57028472,article,"['Q57028472', 'Q28680652', 'Q43361109', 'Q112948295', 'Q43324653']"
Teleconnection ,,Q58260999,scholarly article,"['Q58260999', 'Q56047956', 'Q58393285', 'Q57568235', 'Q57579855']"
Teleconnection pattern ,,Q59045576,scholarly article by Ji-Hyun Oh et al published 2014 in Advances in Meteorology,"['Q59045576', 'Q58241184', 'Q59436060', 'Q58468896', 'Q57921139']"
Temperature overshoot ,,Q45998809,scientific article published on 7 November 2017,"['Q45998809', 'Q92622271', 'Q74397938', 'Q107589868', 'Q114827881']"
Terrestrial radiation ,,Q39199667,scientific article published on 5 November 2015,"['Q39199667', 'Q1185086', 'Q56697557', 'Q35552438', 'Q51350751']"
Thermal expansion ,,Q38416769,scientific article published on June 2015,"['Q38416769', 'Q39017387', 'Q6583695', 'Q74761076', 'Q57862736']"
Thermocline ,,Q30886969,scientific article,"['Q30886969', 'Q58085361', 'Q107046996', 'Q849599', 'Q80967767']"
Thermohaline circulation ,THC) ,Q30675841,scientific article,"['Q30675841', 'Q57229902', 'Q60569874', 'Q56213339', 'Q56812835']"
Thermokarst ,,Q64077394,article,"['Q64077394', 'Q31135981', 'Q35571696', 'Q58192210', 'Q37039651']"
Thermosteric ,,Q57099087,scholarly article,"['Q57099087', 'Q58385825', 'Q60345755', 'Q51946091', 'Q116150642']"
Tide gauge ,,Q686697,device for measuring the change in sea level relative to a datum,"['Q686697', 'Q1515107', 'Q57876594', 'Q10327065', 'Q59088807']"
Time of emergence ,ToE) ,Q100395676,scientific article published on 23 August 2020,"['Q100395676', 'Q58385823', 'Q94591643', 'Q36779520', 'Q58388445']"
Tipping element ,,Q37469542,scholarly article,"['Q37469542', 'Q9788', 'Q19474404', 'Q1697305', 'Q114126611']"
Tipping point ,,Q7068013,2010 film by Ben Goddard,"['Q7068013', 'Q336342', 'Q7808928', 'Q7808929', 'Q18515779']"
"AVIIthe seawater acid–base system which, when expressed in micromoles per kilogram of seawater, is a conservative variable both on mixing and for changes in temperature and/or pressure. Changes in total alkalinity in the ",,,,
Total carbon budget ,,Q58240902,article by Marta Álvarez et al published 3 January 2003 in Global Biogeochemical Cycles,"['Q58240902', 'Q117430410', 'Q58240905', 'Q61644073', 'Q59769075']"
Total solar irradiance ,TSI) ,Q56609643,,"['Q56609643', 'Q58246599', 'Q56158582', 'Q56609641', 'Q58246727']"
Total water level ,,Q58315261,article by Katherine A. Serafin & Peter Ruggiero published September 2014 in Journal of Geophysical Research: Oceans,"['Q58315261', 'Q57095962', 'Q89488126', 'Q92268784', 'Q73226196']"
Trace gas ,,Q38028367,scientific article published on 20 July 2012,"['Q38028367', 'Q2090722', 'Q58100248', 'Q56699655', 'Q37132202']"
Transient climate response ,TCR) ,Q56837530,article,"['Q56837530', 'Q31001612', 'Q56837408', 'Q56837414', 'Q97424838']"
Transient climate response to cumulative CO,,Q57175835,,['Q57175835']
Tree rings ,,Q80205,method of dating based on the analysis of patterns of tree rings,"['Q80205', 'Q57268659', 'Q58034172', 'Q60536441', 'Q58034088']"
Tropical Atlantic modes ,,Q56782541,article by Wei Zhang et al published 11 May 2016 in Climate Dynamics,"['Q56782541', 'Q58839098', 'Q61821499', 'Q113349281', 'Q61730755']"
Tropical Atlantic Variability ,TAV) ,Q58075887,article by Balaji Rajagopalan et al published 1 November 1998 in Geophysical Research Letters,"['Q58075887', 'Q58410910', 'Q59702945', 'Q58410893', 'Q59224417']"
Tropical cyclone ,,Q8092,rapidly rotating storm system,"['Q8092', 'Q106282753', 'Q96375772', 'Q29817943', 'Q22056601']"
Tropopause ,,Q56851243,,"['Q56851243', 'Q58399203', 'Q56837618', 'Q186433', 'Q58319886']"
Troposphere ,,Q107384032,Python library,"['Q107384032', 'Q40631', 'Q186433', 'Q116261748', 'Q116186824']"
Tropospheric ozone ,,Q37476510,scientific article published on March 2009,"['Q37476510', 'Q57202577', 'Q57997294', 'Q58381537', 'Q59067294']"
Tundra ,,Q703702,species of rodents,"['Q703702', 'Q43262', 'Q96336612', 'Q2016601', 'Q2492828']"
Turnover time ,T) ,Q37351276,scientific article published on 06 June 2009,"['Q37351276', 'Q70734985', 'Q57280471', 'Q42843481', 'Q70072044']"
Typhoon ,,Q486030,South Korean action film,"['Q486030', 'Q376070', 'Q151384', 'Q140588', 'Q18709135']"
Typological domains ,,Q91034936,scientific article published on 31 October 2019,"['Q91034936', 'Q91604877']"
Typological regions ,,,,
Uncertainty ,,Q3549199,"2008 film by David Siegel, Scott McGehee","['Q3549199', 'Q179985', 'Q13649246', 'Q44746', 'Q15757304']"
AVII,,Q42687145,scientific article published on 27 November 2014,"['Q42687145', 'Q39093470', 'Q60036419', 'Q7082065', 'Q24205959']"
United Nations Framework Convention on Climate Change ,UNFCCC) ,Q21707860,"international agreement from 12 December 2015 within the United Nations Framework Convention on Climate Change (UNFCCC) dealing with greenhouse gas emissions mitigation, adaptation and finance starting in the year 2020","['Q21707860', 'Q208645', 'Q64064236', 'Q28109478', 'Q59883781']"
Uptake ,,Q334477,class of drugs that are typically used as antidepressants in the treatment of major depressive disorder and anxiety disorders.,"['Q334477', 'Q321362', 'Q461499', 'Q2273909', 'Q899668']"
Upwelling region ,,Q58458705,,"['Q58458705', 'Q37578780', 'Q57900982', 'Q57889954', 'Q59417572']"
Urban heat island ,UHI) ,Q57090027,scientific article published on 06 January 2021,"['Q57090027', 'Q215712', 'Q37197854', 'Q58866860', 'Q53990495']"
Urbanization ,,Q1508,"highly urbanized city in Metro Manila, Philippines","['Q1508', 'Q161078', 'Q5381005', 'Q23580084', 'Q2608153']"
Ventilation ,,Q9530,process that moves air in and out of the lungs,"['Q9530', 'Q170477', 'Q813243', 'Q584049', 'Q545991']"
Very short-lived halogenated substances ,VSLSs) ,Q56333792,scholarly article,"['Q56333792', 'Q108908395', 'Q57882216', 'Q108908372', 'Q108908374']"
Volatile organic compounds ,VOCs) ,Q910267,organic chemicals having a high vapor pressure at room temperature,"['Q910267', 'Q66061199', 'Q37663060', 'Q102153338', 'Q51384706']"
Vulnerability ,,Q104493,potential for uncontrolled loss due to underlying ,"['Q104493', 'Q1810573', 'Q631425', 'Property:P3587', 'Q1178984']"
Walker circulation ,,Q39527497,scientific article published on November 2012,"['Q39527497', 'Q56680034', 'Q57941413', 'Q58308897', 'Q62736915']"
Warm spell ,,Q58098805,article,"['Q58098805', 'Q111109654', 'Q33960493', 'Q57073559', 'Q58180398']"
Water cycle ,,Q81041,"continuous movement of water on, above and below the surface of the Earth","['Q81041', 'Q34112036', 'Q73718666', 'Q20127660', 'Q56083070']"
Water mass ,,Q752112,"water on the continents surface, rather than underground","['Q752112', 'Q58833072', 'Q37334980', 'Q1404150', 'Q51470893']"
Water security ,,Q96320215,journal,"['Q96320215', 'Q7973735', 'Q59387080', 'Q50572347', 'Q112888067']"
"AVIIpollution and water-related disasters, and for preserving ecosystems in a climate of peace and political stability’ ","UN-Water, 2013).",,,
Wave run-up ,,Q35227975,scientific article,"['Q35227975', 'Q51492267', 'Q59898780', 'Q59863777', 'Q56620893']"
Wave setup ,,Q104641969,scientific article published in August 2020,"['Q104641969', 'Q104641995', 'Q58091313', 'Q58106558', 'Q59524915']"
